Date, IOC.NS(percentage_actual%), IOC.NS(percentage_predict%)
2018-01-01,194.97500610351562,125.8204
2018-01-02,-0.9187418133080809,32.93121159076691
2018-01-03,-0.02588819743096178,-3.7514783442020416
2018-01-04,0.2581977876370474,2.0927710458636284
2018-01-05,-0.898783804766371,4.3836139142513275
2018-01-08,1.2096208562892603,-0.2943991217762232
2018-01-09,0.9811432628440003,1.153959147632122
2018-01-10,-0.7316149898149392,0.8753704838454723
2018-01-11,-0.16713651496157836,-0.6954134441912174
2018-01-12,0.03855388798114899,-0.068957224721089
2018-01-15,0.46053940960413975,-0.08180640870705247
2018-01-16,-1.7441135789362214,0.02035937795881182
2018-01-17,-0.026039866344048854,-1.4141126535832882
2018-01-18,-1.5870917057893879,-0.026163243455812335
2018-01-19,2.046903527450796,-1.3370548374950886
2018-01-22,-0.9019639756944444,1.2151067145168781
2018-01-23,1.7719553170611055,-1.0223238728940487
2018-01-24,0.23059029583207902,1.2037796899676323
2018-01-25,0.5098139337836213,0.09510087547823787
2018-01-29,1.8391107758703962,0.3714259248226881
2018-01-30,3.987989454298048,1.457428839057684
2018-01-31,0.32327731891387534,2.6940522715449333
2018-02-01,0.07178458898064934,0.06716023199260235
2018-02-02,-2.263550749579389,0.6730270572006702
2018-02-05,0.08557606442924817,-0.8589191362261772
2018-02-06,-1.918767117183093,0.4343414679169655
2018-02-07,0.8523810270614577,-1.280225720256567
2018-02-08,-4.966284645582577,0.5588258150964975
2018-02-09,-1.8354713638081426,-3.425190970301628
2018-02-12,0.10552536851758072,-1.1659030802547932
2018-02-14,-0.45050527678719093,-0.27286638505756855
2018-02-15,-0.14597089393991178,-1.1680481024086475
2018-02-16,-0.4666044679265573,-0.5339175928384066
2018-02-19,-1.460839709359382,-0.558800995349884
2018-02-20,-0.8319661053435812,-1.2763169594109058
2018-02-21,0.5156021428722863,-0.7162540685385466
2018-02-22,-1.4592476913100023,0.19217132357880473
2018-02-23,1.4115042821944923,-1.3723896816372871
2018-02-26,2.203349626117148,0.9861163794994354
2018-02-27,0.19870180838373513,1.505147758871317
2018-02-28,0.4877341538295177,-0.04010957491118461
2018-03-01,0.5766742351326999,0.6753571797162294
2018-03-05,-0.5932762030323006,0.7392270024865866
2018-03-06,0.7718503696523376,-0.3026033751666546
2018-03-07,-0.7380122181316726,0.7966574281454086
2018-03-08,0.7066244867579989,-0.4578826017677784
2018-03-09,0.8819698823565175,0.5973753519356251
2018-03-12,3.7813538318432287,0.6395101547241211
2018-03-13,1.765357876494387,2.6349034160375595
2018-03-14,-3.2401009254694366,1.0252976790070534
2018-03-15,-2.850815286501736,-1.8731703981757164
2018-03-16,-3.9512871728053107,-1.0348965413868427
2018-03-19,-3.850481359488677,-2.4435101076960564
2018-03-20,-2.329587374622963,-3.0301490798592567
2018-03-21,-0.8118348391120155,-2.277371659874916
2018-03-22,-1.3815348385681174,-1.5385123901069164
2018-03-23,-0.7403020164735272,-2.033199369907379
2018-03-26,-0.9868475989172466,-1.3325175270438194
2018-03-27,4.375183807968779,-1.3243715278804302
2018-03-28,0.9909399431018265,3.03019005805254
2018-04-02,-3.6081016517359705,0.42240372858941555
2018-04-03,2.124603547469249,-2.6487965136766434
2018-04-04,-1.7528484411249656,2.2898320108652115
2018-04-05,1.3828920271223981,-1.2560543604195118
2018-04-06,0.4017199129079985,0.9848427027463913
2018-04-09,3.0867647149928974,0.48220353201031685
2018-04-10,-0.2788622373060791,2.438672259449959
2018-04-11,-7.140720951542975,-0.13696282403543591
2018-04-12,0.5349146487277117,-4.869979619979858
2018-04-13,-1.753851702109321,0.7606652565300465
2018-04-16,-0.21212491122159094,-1.6773734241724014
2018-04-17,1.3157876724861488,-0.976781826466322
2018-04-18,-1.3640497372703815,0.6950382608920336
2018-04-19,-4.4317822951866175,-1.3877859339118004
2018-04-20,1.3429163481001427,-3.5506177693605423
2018-04-23,0.9894810605585207,0.8591441437602043
2018-04-24,0.8279706091677198,0.43137213215231895
2018-04-25,-1.52552730705566,0.22756310645490885
2018-04-26,0.3412893663043126,-1.1253002099692822
2018-04-27,1.0742787388390245,0.42907423339784145
2018-04-30,-0.3696801191896615,0.9496394544839859
2018-05-02,-0.7136265583802333,-0.3007254097610712
2018-05-03,0.3401379481372906,-0.4258762113749981
2018-05-04,-0.12383711965460527,0.4300817381590605
2018-05-07,1.7042014605902076,-0.07973519386723638
2018-05-08,1.3509456372094932,1.336846500635147
2018-05-09,0.38875233752880073,1.1471387930214405
2018-05-10,0.4465614847442542,0.43013165704905987
2018-05-11,0.6800763534978539,0.6368208676576614
2018-05-14,-0.4156842235169843,0.7905487902462482
2018-05-15,-0.717701537167883,-0.17521880799904466
2018-05-16,-0.7532389412395469,-0.4157315008342266
2018-05-17,-0.728374475412557,-0.5035828799009323
2018-05-18,-0.6414191028297923,-0.6525770295411348
2018-05-21,0.8779878909054288,-0.6824096664786339
2018-05-22,-2.8971924588687696,0.4677414894104004
2018-05-23,-4.5602605863192185,-2.4355726316571236
2018-05-24,1.5394445095860239,-3.683111071586609
2018-05-25,4.619151540362882,0.7839815691113472
2018-05-28,4.10677625422638,3.2165322452783585
2018-05-29,1.1597564716688655,2.909715473651886
2018-05-30,-0.966038563819214,1.1538821272552013
2018-05-31,1.895464064369826,0.017982906138058752
2018-06-01,-1.0153756530469327,2.241463027894497
2018-06-04,0.8342905194370894,-0.47674099914729595
2018-06-05,0.0862281685058062,0.8674155920743942
2018-06-06,0.5431657983958815,0.29214932583272457
2018-06-07,-0.057202999416971115,0.4286819603294134
2018-06-08,0.11428397042410714,0.004411297413753346
